rank,date,qantas_drop_percent,qantas_close,qantas_open,asx200_movement_percent,market_context,news_articles_found,primary_cause,categories,top_headlines,article_sources,article_urls,profit_vs_expectations,safety_events
11,2023-02-23,-7.23,5.841,6.297,-0.09,Qantas-specific (worse than market),5,"The Qantas share price dropped due to profit slightly below expectations, higher-than-expected costs, increased capital expenditure, and profit-taking by investors after a period of strong performance.",Profit warnings; Profit-taking; Analyst downgrades; Safety incidents,"Analysis: Qantas share price drop on 23-Feb-2023; Profit slightly below expectations:** Although Qantas reported an underlying profit before tax of $1.43 billion (a significant turnaround from the previous year's loss), this figure was about 1% below; Higher-than-expected costs:** The results showed higher operating expenses (excluding fuel) and depreciation/amortization than anticipated, which offset stronger-than-expected revenues[1].",Perplexity Analysis; News Archive; News Archive,https://www.fool.com.au/2023/02/23/qantas-share-price-falls-4-despite-huge-profits-and-major-share-buy-back/; https://www.capitalbrief.com/briefing/qantas-profit-drops-after-turbulent-first-half-13c9a091-cf8f-44da-bca3-ef90119b2690/; https://www.raskmedia.com.au/2023/02/23/qantas-asxqan-share-price-falls-despite-soaring-hy23-profit/; https://www.raskmedia.com.au/2024/02/22/qantas-asxqan-share-price-goes-through-turbulence-as-hy24-result-disappoints/; https://daily.fattail.com.au/qantas-asxqan-falls-7-in-share-price-despite-return-to-profitability/20230223/; https://www.fool.com.au/2023/01/16/shareholders-rejoice-qantas-share-price-hits-post-market-crash-high/; https://www.fool.com.au/2023/02/23/why-platinum-qantas-red-5-and-zip-shares-are-dropping-today/; https://www.qantasnewsroom.com.au/media-releases/qantas-group-returns-to-profit-with-record-half-year-result/; https://investor.qantas.com/investors/?page=historical-share-price; https://investor.qantas.com/FormBuilder/_Resource/_module/doLLG5ufYkCyEPjF1tpgyw/file/2023HY/1H23-Media-Release.pdf; https://www.capitalbrief.com/briefing/qantas-profit-drops-after-turbulent-first-half-13c9a091-cf8f-44da-bca3-ef90119b2690/; https://www.raskmedia.com.au/2023/02/23/qantas-asxqan-share-price-falls-despite-soaring-hy23-profit/,"Yes, Qantas reported profit results during this period.

1. **Reported profit/earnings figure:**  
   Qantas reported an **Underlying Profit Before Tax of $1,428 million** and a **Statutory Profit After Tax of $1,001 million** for the first half of the 2022/23 financial year (six months ended December 31, 2022), announced in February 2023[3][4].

2. **Analyst expectations/consensus forecast:**  
   Multiple financial news outlets at the time reported consensus analyst expectations for underlying profit before tax to be around **A$1.3 billion** for the half-year.

3. **Whether it BEAT, MET, or MISSED expectations:**  
   Qantas **beat expectations**, as the reported underlying profit before tax of A$1.428 billion was higher than the consensus forecast of A$1.3 billion[3][4].

4. **By how much (percentage if available):**  
   The beat was approximately **10% above expectations** (calculated as \((1.428 - 1.3)/1.3 \approx 9.8\%\))[3][4].","Yes, there was a Qantas safety-related incident reported between February 16, 2023 and February 23, 2023.

- **Brief description:** Qantas flight QF28, a Boeing 787 Dreamliner, declared a low-fuel emergency and diverted from Sydney to Newcastle Airport on February 17, 2023, due to severe weather in Sydney. Newcastle Airport was not equipped to handle a widebody aircraft of this size, resulting in passengers being stranded on the plane for several hours and then overnight in the terminal. The Australian Transport Safety Bureau (ATSB) opened an investigation into the diversion and the circumstances surrounding the emergency[2].
- **Date:** February 17, 2023
- **Flight number:** QF28"
12,2016-04-18,-7.18,3.101,3.341,-0.4,Qantas-specific (worse than market),5,"The Qantas share price dropped due to the airline cutting its domestic expansion plans amid weaker-than-expected demand and low consumer confidence, raising concerns about future earnings and growth prospects.",Strategic changes; Market volatility; Competition,"Analysis: Qantas share price drop on 18-Apr-2016; Qantas revised down its planned domestic capacity growth** for the final quarter of the 2016 financial year, citing ""some softness in demand, related to the upcoming federal election and recent drop i; The airline reduced its domestic capacity growth forecast from about 2% to between 0.5% and 1% for the second half of FY16[2][3][4].",Perplexity Analysis; News Archive; News Archive,https://www.fool.com.au/2025/05/02/why-did-the-qantas-share-price-lose-altitude-in-april/; https://orgecsnew.business-standard.com/article/pti-stories/shares-in-aus-s-qantas-plunge-after-cut-in-domestic-expansion-116041801263_1.html; https://www.fool.com.au/2016/04/18/why-the-qantas-share-price-has-crashed-today/; https://australianaviation.com.au/2016/04/qantas-puts-brakes-on-domestic-growth-drops-some-sydney-la-services/; https://www.sbs.com.au/news/article/qantas-shares-fall-on-capacity-cut/xonz1yyvu; https://www.ig.com/au/news-and-trade-ideas/will-qantas-shares-be-joyced-along-with-the-customers--220930; https://investor.qantas.com/investors/?page=historical-share-price; https://www.annualreports.com/HostedData/AnnualReportArchive/q/ASX_QAN_2016.pdf; https://www.fpmarkets.com/qantas-share-price/why-did-the-qantas-share-price-fall-6-today/; https://bgdailynews.com/2016/04/22/qantas-drops-most-in-two-years-as-it-cuts-domestic-expansion/; https://orgecsnew.business-standard.com/article/pti-stories/shares-in-aus-s-qantas-plunge-after-cut-in-domestic-expansion-116041801263_1.html; https://www.fool.com.au/2016/04/18/why-the-qantas-share-price-has-crashed-today/,"No profit results reported.

The search results show that Qantas released monthly traffic and capacity statistics for April 2016, but no profit or earnings results were announced between April 8-18, 2016[1]. The company's full-year financial results for FY2016 were reported on August 24, 2016, well outside the specified timeframe[2][3][4].",
13,2020-03-11,-7.13,3.914,4.214,-3.6,Market-wide decline,1,"The primary cause of the Qantas share price drop on 11 March 2020 was the rapid escalation of the COVID-19 pandemic, leading to government-imposed travel restrictions and significant reductions in flight capacity due to collapsing travel demand.",COVID-19; Market volatility,Analysis: Qantas share price drop on 11-Mar-2020,Perplexity Analysis,https://www.fool.com.au/2020/04/01/the-qantas-share-price-fell-41-in-march-time-to-buy/; https://www.ig.com/au/news-and-trade-ideas/how-the-coronavirus-pushed-the-qantas-share-price-40--lower-200310; https://www.ig.com/ae/news-and-trade-ideas/qantas-share-price--what-s-the-outlook-as-fy20-profits-collapse--200820; https://www.qantasnewsroom.com.au/media-releases/qantas-group-announces-post-covid-recovery-plan-and-equity-raising-for-a-stronger-future/; https://www.fool.com.au/2022/10/17/has-the-qantas-share-price-finally-left-covid-in-its-contrail/; https://australianaviation.com.au/2024/09/qantas-shares-finally-beat-pre-covid-peak/; https://investor.qantas.com/investors/?page=historical-share-price; https://stockinvest.us/stock/QAN.AX; https://www.qantasnewsroom.com.au/media-releases/qantas-group-posts-significant-loss-from-full-year-of-covid/,No profit results reported.,
14,2020-04-03,-7.01,2.955,3.177,-1.68,Qantas-specific (worse than market),1,"The Qantas share price drop on 3 April 2020 was primarily due to the severe financial impact of the COVID-19 pandemic, leading to drastic operational cuts and a collapse in travel demand.",COVID-19; Market volatility,Analysis: Qantas share price drop on 03-Apr-2020,Perplexity Analysis,https://www.fool.com.au/2025/05/02/why-did-the-qantas-share-price-lose-altitude-in-april/; https://www.fool.com.au/2020/04/01/the-qantas-share-price-fell-41-in-march-time-to-buy/; https://australianaviation.com.au/2020/03/asx-chaos-as-qantas-and-virgin-shares-nosedive/; https://www.ig.com/au/news-and-trade-ideas/how-the-coronavirus-pushed-the-qantas-share-price-40--lower-200310; https://www.fool.com.au/2020/04/03/is-the-qantas-share-price-too-cheap-to-ignore/; https://australianaviation.com.au/2024/09/qantas-shares-finally-beat-pre-covid-peak/; https://www.ig.com/sg/news-and-trade-ideas/how-the-coronavirus-pushed-the-qantas-share-price-40--lower-200310; https://investor.qantas.com/FormBuilder/_Resource/_module/doLLG5ufYkCyEPjF1tpgyw/file/announcement/ASX_and_Media_Release.pdf; https://investor.qantas.com/investors/?page=historical-share-price; https://www.qantasnewsroom.com.au/media-releases/qantas-group-announces-post-covid-recovery-plan-and-equity-raising-for-a-stronger-future/; https://investor.qantas.com/FormBuilder/_Resource/_module/doLLG5ufYkCyEPjF1tpgyw/file/2020FY/FY20-Media-Release.pdf; https://www.marketindex.com.au/asx/qan,No profit results reported.,
15,2022-06-16,-6.61,4.379,4.689,-0.39,Qantas-specific (worse than market),4,"The primary cause of the Qantas share price drop on June 16, 2022, was operational challenges due to staff shortages and rising jet fuel costs, which raised concerns about profitability and investor confidence.",Operational disruptions; Fuel costs; Safety incidents,"Analysis: Qantas share price drop on 16-Jun-2022; Staff Shortages and Operational Challenges**: Qantas faced significant ground staff shortages, which may have spooked investors. The airline asked for volunteers from its front office managers to assi; Fuel Costs and Operational Adjustments**: Soaring jet fuel costs due to global events like the Russia-Ukraine conflict were a major concern. Qantas responded by raising ticket prices and reducing flig",Perplexity Analysis; News Archive; News Archive,https://www.fool.com.au/2022/07/01/why-did-the-qantas-share-price-plunge-19-in-june/; https://www.fool.com.au/2023/07/04/why-the-qantas-share-price-flew-into-turbulence-in-june/; https://www.fool.com.au/2022/06/16/what-happened-to-the-qantas-share-price-today-2/; https://www.fpmarkets.com/qantas-share-price/why-did-the-qantas-share-price-fall-6-today/; https://www.ig.com/au/news-and-trade-ideas/will-qantas-shares-be-joyced-along-with-the-customers--220930; https://www.thestreet.com/travel/qantas-sued-for-selling-canceled-flight-tickets; https://investor.qantas.com/investors/?page=historical-share-price; https://www.raskmedia.com.au/2023/10/19/qantas-asxqan-share-price-drops-after-alliance-acquisition-cancelled/; https://www.qantasnewsroom.com.au/media-releases/qantas-group-market-update-june-2022/; https://www.marketindex.com.au/asx/qan; https://www.fool.com.au/2023/07/04/why-the-qantas-share-price-flew-into-turbulence-in-june/; https://www.fool.com.au/2022/06/16/what-happened-to-the-qantas-share-price-today-2/,"Based on the search results, Qantas did not report their full financial/profit results between June 6-16, 2022. However, they did provide a **market update in June 2022** with preliminary guidance.

The search results show that Qantas released their official **FY22 Results** covering the year ended June 30, 2022, but this would have been announced after June 16, 2022 (likely in August 2022, which is typical for Australian companies reporting annual results).

The June 2022 market update provided guidance that:
- **2H22 Underlying EBITDA** was expected to be between $450-550 million[2]
- The company remained ""on track to return to Underlying profit in FY23""[2]
- Net debt was expected to fall to around $4.0 billion by June 30, 2022[2]

The actual FY22 results (announced later) showed:
- **Underlying Loss Before Tax**: ($1,859) million[1]
- **Underlying EBITDA**: $281 million[1]
- **2H22 Underlying EBITDA**: $526 million (within the guidance range of $450-550 million)[1]

**No profit results reported** during the specific June 6-16, 2022 period requested.","Yes, there was a safety incident reported during the specified period:

1. **Brief Description**: A QantasLink Dash 8 experienced a hydraulic failure, prompting an emergency landing at Sydney Airport. Passengers were instructed to ""brace"" for landing due to concerns about the aircraft's braking capability.
2. **Date**: The incident occurred on a Sunday, which would be June 12, 2022, given the context.
3. **Flight Number**: QF2008."
16,2020-04-15,-6.33,3.439,3.671,-0.39,Qantas-specific (worse than market),1,"The primary cause of the Qantas share price drop was the ongoing impact of the COVID-19 pandemic, which led to significant travel restrictions and a sharp decline in air travel demand, affecting the airline's financial performance.",COVID-19; Market volatility,Analysis: Qantas share price drop on 15-Apr-2020,Perplexity Analysis,https://www.fool.com.au/2025/05/02/why-did-the-qantas-share-price-lose-altitude-in-april/; https://www.fool.com.au/2025/05/21/qantas-share-price-slips-amid-looming-121-million-fine/; https://www.fool.com.au/2022/10/17/has-the-qantas-share-price-finally-left-covid-in-its-contrail/; https://australianaviation.com.au/2024/09/qantas-shares-finally-beat-pre-covid-peak/; https://www.ig.com/au/news-and-trade-ideas/how-the-coronavirus-pushed-the-qantas-share-price-40--lower-200310; https://daily.fattail.com.au/qantas-share-price-edges-higher-on-market-update-asx-qan/20210415/; https://investor.qantas.com/investors/?page=historical-share-price; https://www.raskmedia.com.au/2020/04/17/the-qantas-asxqan-share-price-is-flying-but-i-wouldnt-touch-it/; https://www.qantasnewsroom.com.au/media-releases/qantas-group-announces-post-covid-recovery-plan-and-equity-raising-for-a-stronger-future/; https://www.marketindex.com.au/asx/qan,,
17,2020-03-17,-6.23,2.77,2.955,5.83,Qantas-specific (worse than market),5,"The primary cause of the Qantas share price drop was the escalating impact of the COVID-19 pandemic, leading to near-total suspension of international flights, drastic capacity cuts, and widespread panic selling in global markets.",COVID-19; Market volatility; Safety incidents,"Analysis: Qantas share price drop on 17-Mar-2020; COVID-19 travel restrictions:** Governments worldwide, including Australia, imposed strict border closures and travel bans, grounding most of Qantas's fleet and severely reducing passenger demand[1][5; Massive capacity cuts:** On 17 March 2020, Qantas announced it would suspend all international operations and cut domestic capacity by 60%, grounding about 150 aircraft and standing down two-thirds of",Perplexity Analysis; News Archive; News Archive,https://www.fool.com.au/2022/10/17/has-the-qantas-share-price-finally-left-covid-in-its-contrail/; https://www.ig.com/au/news-and-trade-ideas/qantas-share-price--what-s-the-outlook-as-fy20-profits-collapse--200820; https://www.ig.com/en/news-and-trade-ideas/how-the-coronavirus-pushed-the-qantas-share-price-40--lower-200310; https://www.fool.com.au/2020/03/18/qantas-share-price-dives-even-after-government-throws-the-industry-a-715m-lifeline/; https://centreforaviation.com/analysis/reports/qantas-cuts-deep-but-well-placed-to-weather-covid-19-518552; https://www.youtube.com/watch?v=EGWf9mevxXA; https://investor.qantas.com/investors/?page=historical-share-price; https://www.qantasnewsroom.com.au/media-releases/qantas-group-announces-post-covid-recovery-plan-and-equity-raising-for-a-stronger-future/; https://investor.qantas.com/FormBuilder/_Resource/_module/doLLG5ufYkCyEPjF1tpgyw/file/2020HY/QantasGroup_Update_Coronavirus_Response.pdf; https://smallcaps.com.au/airline-travel-stocks-asx-feel-impact-coronavirus/; https://www.ig.com/au/news-and-trade-ideas/qantas-share-price--what-s-the-outlook-as-fy20-profits-collapse--200820; https://www.ig.com/en/news-and-trade-ideas/how-the-coronavirus-pushed-the-qantas-share-price-40--lower-200310,No profit results reported.,"Yes, a Qantas safety incident was reported during the specified period.

- **Brief description:** On March 16, 2020, a Qantas-operated Bombardier DHC-8-402 (registration VH-QOE, operated by Sunstate Airlines for Qantas) declared a PAN (emergency) due to fumes in the cabin shortly after departure from Port Moresby, Papua New Guinea, on a scheduled flight to Cairns, Australia. The aircraft returned and landed safely at Port Moresby. No injuries or damage were reported[2].
- **Date occurred:** March 16, 2020[2].
- **Flight number:** Not explicitly stated in the report, but the aircraft registration was VH-QOE[2].

No other Qantas safety incidents, accidents, emergency landings, or engine failures were reported between March 10, 2020 and March 17, 2020."
18,2022-03-07,-6.21,4.388,4.679,-1.11,Qantas-specific (worse than market),4,"The primary cause of the Qantas share price drop was broader market weakness due to geopolitical tensions from the Russia-Ukraine conflict and a surge in oil prices, increasing jet fuel costs and pressuring airline profitability.",Market volatility; Fuel costs; Safety incidents,"Analysis: Qantas share price drop on 07-Mar-2022; Geopolitical Tensions:** On 04 March 2022, the Qantas share price fell 4% amid escalating fears over the Ukraine crisis, which was causing widespread market uncertainty and impacting travel-related st; Oil Price Surge:** The Russia-Ukraine war led to a sharp rise in crude oil prices, which directly increased jet fuel costs—a major expense for airlines like Qantas[4]. Higher fuel costs typically pres",Perplexity Analysis; News Archive; News Archive,https://www.fool.com.au/2022/10/17/has-the-qantas-share-price-finally-left-covid-in-its-contrail/; https://australianaviation.com.au/2022/12/qantas-shares-end-2022-up-a-fifth-after-year-to-forget/; https://www.raskmedia.com.au/2025/07/02/qantas-asxqan-share-price-drops-on-cyber-attack/; https://www.fool.com.au/2022/07/13/heres-why-the-qantas-share-price-is-taking-off-today/; https://www.fool.com.au/2022/03/04/qantas-asxqan-share-price-dives-4-amid-escalating-ukraine-fears/; https://www.fool.com.au/2025/06/11/qantas-share-price-lifts-off-on-big-asian-news/; https://investor.qantas.com/investors/?page=historical-share-price; https://www.youtube.com/watch?v=mWZoxpeAGNo; https://www.marketindex.com.au/asx/qan; https://www.ig.com/au/news-and-trade-ideas/how-the-coronavirus-pushed-the-qantas-share-price-40--lower-200310; https://simplywall.st/stocks/au/transportation/asx-qan/qantas-airways-shares; https://www.youtube.com/watch?v=lPV5iAnQRy0; https://australianaviation.com.au/2022/12/qantas-shares-end-2022-up-a-fifth-after-year-to-forget/; https://www.raskmedia.com.au/2025/07/02/qantas-asxqan-share-price-drops-on-cyber-attack/,No profit results reported.,"Yes, there were Qantas safety incidents reported between February 28, 2022 and March 07, 2022:

- **QF144 (Boeing 737-838)**
  - **Incident:** In-flight engine failure; pilots issued a mayday alert, later downgraded to PAN. Aircraft landed safely at Sydney, met by emergency services.
  - **Date:** March 2, 2022
  - **Flight Number:** QF144[2]

- **QF101 (Boeing 737)**
  - **Incident:** Returned to Sydney as a precaution due to a fault indicator for a potential mechanical issue. Landed normally; not classified as an emergency landing.
  - **Date:** March 3, 2022
  - **Flight Number:** QF101[2]"
19,2020-03-06,-6.05,4.514,4.805,-2.81,Market-wide decline,6,"The Qantas share price dropped primarily due to escalating concerns over the COVID-19 pandemic's impact on air travel demand, leading to significant service cuts and heightened financial uncertainty for the airline industry.",COVID-19,"Analysis: Qantas share price drop on 06-Mar-2020; On that day, **Qantas shares plunged 8%**, trading at $4.68—close to a three-year low[5].; The drop coincided with Qantas announcing significant reductions to its international services, including flights to Hong Kong, Auckland, Tokyo, Osaka, and Sapporo, in response to rapidly falling pass",Perplexity Analysis; News Archive; News Archive,https://www.fool.com.au/2020/04/01/the-qantas-share-price-fell-41-in-march-time-to-buy/; https://www.fool.com.au/2020/01/06/heres-why-the-qantas-share-price-is-falling-out-of-the-sky/; https://www.ig.com/au/news-and-trade-ideas/qantas-share-price--what-s-the-outlook-as-fy20-profits-collapse--200820; https://www.fpmarkets.com/qantas-share-price/why-did-the-qantas-share-price-fall-6-today/; https://australianaviation.com.au/2020/03/qantas-shares-drop-to-almost-three-year-low/; https://www.fool.com.au/2020/03/18/qantas-share-price-dives-even-after-government-throws-the-industry-a-715m-lifeline/; https://www.ig.com/en/news-and-trade-ideas/how-the-coronavirus-pushed-the-qantas-share-price-40--lower-200310; https://investor.qantas.com/investors/?page=historical-share-price; https://www.qantasnewsroom.com.au/media-releases/qantas-group-announces-post-covid-recovery-plan-and-equity-raising-for-a-stronger-future/; https://www.fool.com.au/2020/01/06/heres-why-the-qantas-share-price-is-falling-out-of-the-sky/; https://www.ig.com/au/news-and-trade-ideas/qantas-share-price--what-s-the-outlook-as-fy20-profits-collapse--200820,No profit results reported.,
20,2025-04-10,-5.92,8.307,8.829,4.54,Qantas-specific (worse than market),4,"The Qantas share price drop was primarily due to broader market weakness from US recession concerns and a global airline sector selloff, compounded by trading ex-dividend, which typically leads to a price decline.",Market volatility; Technical adjustment,"Analysis: Qantas share price drop on 10-Apr-2025; On that day, **Qantas shares fell 10.5% to $8.72**, mirroring sharp declines in major US airline stocks like American Airlines and Delta Air Lines, which were hit by reduced consumer and corporate con; The selloff followed a negative session on Wall Street, which impacted most ASX 200 shares, including Qantas[3].",Perplexity Analysis; News Archive; News Archive,https://www.fool.com.au/2025/05/02/why-did-the-qantas-share-price-lose-altitude-in-april/; https://www.itiger.com/hans/news/2532931248; https://www.fool.com.au/2025/03/11/why-is-the-qantas-share-price-crashing-10-today/; https://stockinvest.us/stock/QAN.AX; https://investor.qantas.com/investors/?page=historical-share-price; https://tradingeconomics.com/qan:au; https://www.itiger.com/hans/news/2532931248; https://www.fool.com.au/2025/03/11/why-is-the-qantas-share-price-crashing-10-today/,,
21,2020-04-22,-5.88,3.255,3.458,-0.0,Qantas-specific (worse than market),5,"The Qantas share price drop on 22 April 2020 was primarily due to ongoing COVID-19 travel restrictions, leading to reduced passenger numbers and revenue, alongside broader market uncertainty affecting the airline sector.",COVID-19; Market volatility,"Analysis: Qantas share price drop on 22-Apr-2020; COVID-19 travel restrictions:** Qantas was heavily impacted by national and international travel bans, leading to a significant reduction in passenger numbers and revenue[5][4].; Market uncertainty:** Investors remained cautious due to the unpredictable timeline for reopening borders and resuming normal operations, especially for international travel[5].",Perplexity Analysis; News Archive; News Archive,https://www.fool.com.au/2025/05/02/why-did-the-qantas-share-price-lose-altitude-in-april/; https://www.fool.com.au/2021/07/23/qantas-asxqan-share-price-falls-as-capacity-drops-below-40/; https://www.ig.com/au/news-and-trade-ideas/is-qantas-worth--4-65-per-share--200605; https://www.ig.com/sg/news-and-trade-ideas/how-the-coronavirus-pushed-the-qantas-share-price-40--lower-200310; https://daily.fattail.com.au/qantas-share-price-edges-higher-on-market-update-asx-qan/20210415/; https://www.itiger.com/news/2532931248; https://stockinvest.us/stock/QAN.AX; https://investor.qantas.com/investors/?page=historical-share-price; https://www.qantasnewsroom.com.au/media-releases/qantas-group-announces-post-covid-recovery-plan-and-equity-raising-for-a-stronger-future/; https://www.marketindex.com.au/asx/qan; https://www.intelligentinvestor.com.au/shares/asx-qan/qantas-airways-limited; https://www.fool.com.au/2021/07/23/qantas-asxqan-share-price-falls-as-capacity-drops-below-40/; https://www.ig.com/au/news-and-trade-ideas/is-qantas-worth--4-65-per-share--200605,,
22,2013-05-03,-5.59,1.619,1.715,-0.01,Qantas-specific (worse than market),5,"The Qantas share price dropped primarily due to the cancellation of planned capacity expansions amid weaker demand and declining consumer confidence, leading to lower forward bookings and a revised growth outlook.",Competition; Strategic changes; Market volatility,"Analysis: Qantas share price drop on 03-May-2013; Cancellation of planned increases in local seat capacity** for April, May, and June, as Qantas cited ""some softness in demand, related to the upcoming federal election and recent drop in consumer conf; Reduction of three weekly Sydney-Los Angeles flights**, with aircraft redirected to more profitable Asian routes (Singapore and Hong Kong)[1][4].",Perplexity Analysis; News Archive; News Archive,https://travelweekly.com.au/qantas-shares-dive-as-expansion-plans-axed/; https://www.fool.com.au/2016/06/02/3-reasons-why-the-qantas-airways-limited-share-price-has-dropped-26-this-year/; https://www.fool.com.au/2013/12/06/heres-why-qantas-plunged-17-on-thursday-morning/; https://orgecsnew.business-standard.com/article/pti-stories/shares-in-aus-s-qantas-plunge-after-cut-in-domestic-expansion-116041801263_1.html; https://www.fool.com.au/2013/12/12/qantas-drops-to-all-time-low-time-to-buy/; https://www.resilience.org/stories/2014-03-06/the-end-of-airlines-predicted-by-no-other-than-former-qantas-ceo-geoff-dixon-in-july-2008/; https://investor.qantas.com/investors/?page=historical-share-price; https://www.fpmarkets.com/qantas-share-price/why-did-the-qantas-share-price-fall-6-today/; https://www.ig.com/au/news-and-trade-ideas/how-the-coronavirus-pushed-the-qantas-share-price-40--lower-200310; https://investor.qantas.com/FormBuilder/_Resource/_module/doLLG5ufYkCyEPjF1tpgyw/file/full-year-results/mediaReleaseResults13.pdf; https://www.fool.com.au/2016/06/02/3-reasons-why-the-qantas-airways-limited-share-price-has-dropped-26-this-year/; https://www.fool.com.au/2013/12/06/heres-why-qantas-plunged-17-on-thursday-morning/,No profit results reported.,
23,2017-10-27,-5.55,5.379,5.695,-0.22,Qantas-specific (worse than market),3,"The Qantas share price dropped primarily due to rising fuel costs expected to increase by $170 million, alongside a negative broker report maintaining a ""sell"" rating, raising concerns about future profitability.",Fuel costs; Analyst downgrades; Safety incidents,Analysis: Qantas share price drop on 27-Oct-2017; Expectations of significantly higher fuel costs** impacting future profits.; A negative analyst report** forecasting limited upside and recommending selling the stock[3].,Perplexity Analysis; News Archive; News Archive,https://www.fool.com.au/2017/08/25/qantas-airways-limited-shares-lower-despite-earnings-beat-and-share-buyback/; https://www.ig.com/au/news-and-trade-ideas/how-the-coronavirus-pushed-the-qantas-share-price-40--lower-200310; https://www.fool.com.au/2017/10/27/why-qantas-airways-limited-shares-nosedived-today/; https://www.youtube.com/watch?v=lPV5iAnQRy0; https://www.qantasnewsroom.com.au/media-releases/qantas-group-first-half-2017-financial-result/; https://en.wikipedia.org/wiki/Qantas; https://investor.qantas.com/investors/?page=historical-share-price; https://investor.qantas.com/annual-report-2017; https://investor.qantas.com/FormBuilder/_Resource/_module/doLLG5ufYkCyEPjF1tpgyw/file/full-year-results/FY17investorPresentationSupplementary.pdf; https://www.marketindex.com.au/asx/qan; https://www.ig.com/au/news-and-trade-ideas/how-the-coronavirus-pushed-the-qantas-share-price-40--lower-200310; https://www.fool.com.au/2017/10/27/why-qantas-airways-limited-shares-nosedived-today/,No profit results reported.,"Yes, one Qantas safety incident was reported between October 20, 2017 and October 27, 2017:

1. **Brief description:** Qantas flight QF-73, a Boeing 747-400, returned to Sydney shortly after departure due to an autopilot malfunction. Passengers reported an unusually bumpy climb. The crew announced the return because the autopilot was not working. Maintenance replaced a part of the autopilot, and the flight departed again after about 2 hours and 45 minutes on the ground.
2. **Date:** October 21, 2017
3. **Flight number:** QF-73[1]

No other Qantas safety incidents, accidents, emergency landings, or engine failures were reported during this period based on available sources."
