company,meeting_date,meeting_type,motion_number,proposal,management_recommendation,hesta_vote,year,source
NZME Limited,2020-06-11,Annual,3,Authorise Board to Set Auditor's Fees,For,For,2020,glasslewis_detail
NZME Limited,2020-06-11,Annual,4,Shareholder Proposal to Breakup the Company,Against,Against,2020,glasslewis_detail
NZME Limited,2020-06-11,Annual,5,Shareholder Proposal Regarding Company Dividend Policy,Against,Against,2020,glasslewis_detail
NZME Limited,2020-06-11,Annual,6,Shareholder Proposal to Obtain Shareholder Approval of Action to acquire Stuff,Against,Against,2020,glasslewis_detail
NZME Limited,2019-06-12,Annual,1,Elect Sussan Turner,For,For,2019,glasslewis_detail
NZME Limited,2019-06-12,Annual,2,Authorise Board to Set Auditor's Fees,For,For,2019,glasslewis_detail
NZME Limited,2019-06-12,Annual,3,Amendments to Constitution,For,For,2019,glasslewis_detail
NZME Limited,2018-06-21,Annual,1,Re-elect Carol A. Campbell,For,For,2018,glasslewis_detail
NZME Limited,2018-06-21,Annual,2,Elect David Gibson,For,For,2018,glasslewis_detail
NZME Limited,2018-06-21,Annual,3,Elect Barbara Chapman,For,For,2018,glasslewis_detail
NZME Limited,2018-06-21,Annual,4,Authorise Board to Set Auditor's Fees,For,For,2018,glasslewis_detail
NZME Limited,2017-06-22,Annual,1,Elect Peter D. Cullinane,For,For,2017,glasslewis_detail
NZME Limited,2017-06-22,Annual,2,Authority to Set Auditor's Fees,For,For,2017,glasslewis_detail
OceanaGold Corporation,2019-06-14,Mix,2,Appointment of Auditor and Authority to Set Fees,For,For,2019,glasslewis_detail
OceanaGold Corporation,2019-06-14,Mix,3,Advisory Vote on Executive Compensation,For,For,2019,glasslewis_detail
OceanaGold Corporation,2018-06-01,Mix,2,Appointment of Auditor and Authority to Set Fees,For,For,2018,glasslewis_detail
OceanaGold Corporation,2018-06-01,Mix,3,Amendment to the Performance Rights Plan,For,For,2018,glasslewis_detail
OceanaGold Corporation,2018-06-01,Mix,4,Advisory Vote on Executive Compensation,For,Against,2018,glasslewis_detail
OceanaGold Corporation,2017-06-23,Mix,2,Appointment of Auditor and Authority to Set Fees,For,For,2017,glasslewis_detail
OceanaGold Corporation,2017-06-23,Mix,3,Non-Binding Advisory Vote on Executive Compensation,For,For,2017,glasslewis_detail
OFX Group Limited,2021-08-26,Annual,2,Re-elect Douglas N. Snedden,For,For,2021,glasslewis_detail
OFX Group Limited,2021-08-26,Annual,3,Elect Catherine L. Kovacs,For,For,2021,glasslewis_detail
OFX Group Limited,2021-08-26,Annual,4,REMUNERATION REPORT,For,For,2021,glasslewis_detail
OFX Group Limited,2021-08-26,Annual,5,Appointment of Auditor,For,For,2021,glasslewis_detail
OFX Group Limited,2021-08-26,Annual,6,Equity Grant Equity Grant (MD/CEO Skander Malcolm - STI),For,For,2021,glasslewis_detail
OFX Group Limited,2021-08-26,Annual,7,Equity Grant Equity Grant (MD/CEO Skander Malcolm - LTI),For,For,2021,glasslewis_detail
OFX Group Limited,2020-08-11,Annual,2,Re-elect Steven A. Sargent,For,For,2020,glasslewis_detail
OFX Group Limited,2020-08-11,Annual,3,Re-elect Grant B. Murdoch,For,For,2020,glasslewis_detail
OFX Group Limited,2020-08-11,Annual,4,REMUNERATION REPORT,N/A,For,2020,glasslewis_detail
OFX Group Limited,2020-08-11,Annual,5,Equity Grant (MD/CEO Skander Malcolm - ESP),For,For,2020,glasslewis_detail
OFX Group Limited,2020-08-11,Annual,6,Equity Grant (MD/CEO Skander Malcolm - GEP),For,For,2020,glasslewis_detail
OFX Group Limited,2020-08-11,Annual,7,Equity Grant (MD/CEO Skander Malcolm - GEP),For,For,2020,glasslewis_detail
OFX Group Limited,2019-08-13,Annual,2,REMUNERATION REPORT,For,For,2019,glasslewis_detail
OFX Group Limited,2019-08-13,Annual,3,Elect Connie Carnabuci,For,For,2019,glasslewis_detail
OFX Group Limited,2019-08-13,Annual,4,Equity Grant (MD/CEO Skander Malcolm - ESP),For,For,2019,glasslewis_detail
OFX Group Limited,2019-08-13,Annual,5,Equity Grant (MD/CEO Skander Malcolm - GEP),For,For,2019,glasslewis_detail
OFX Group Limited,2018-08-07,Annual,2,Remuneration Report,N/A,For,2018,glasslewis_detail
OFX Group Limited,2018-08-07,Annual,3,Elect Lisa Frazier,For,For,2018,glasslewis_detail
OFX Group Limited,2018-08-07,Annual,4,Re-elect Douglas Snedden,For,For,2018,glasslewis_detail
OFX Group Limited,2018-08-07,Annual,5,Approve Global Equity Plan,For,For,2018,glasslewis_detail
OFX Group Limited,2018-08-07,Annual,6,Approve Executive Share Plan,For,For,2018,glasslewis_detail
OFX Group Limited,2018-08-07,Annual,7,Equity Grant (MD/CEO Skander Malcolm - ESP),For,For,2018,glasslewis_detail
OFX Group Limited,2018-08-07,Annual,8,Equity Grant (MD/CEO Skander Malcolm - GEP),For,For,2018,glasslewis_detail
OFX Group Limited,2017-08-02,Annual,2,Remuneration Report,For,For,2017,glasslewis_detail
OFX Group Limited,2017-08-02,Annual,3,Re-elect Grant B. Murdoch,For,For,2017,glasslewis_detail
OFX Group Limited,2017-08-02,Annual,4,Elect Steven Sargent,For,For,2017,glasslewis_detail
OFX Group Limited,2017-08-02,Annual,5,Equity Grant (MD/CEO John A. Malcolm),For,For,2017,glasslewis_detail
Oil Search Ltd,2021-12-07,Special,1,Scheme of Arrangement (Merger),For,For,2021,glasslewis_detail
Oil Search Ltd,2021-04-30,Annual,2,Remuneration Report,N/A,For,2021,glasslewis_detail
Oil Search Ltd,2021-04-30,Annual,4,Board Size,N/A,For,2021,glasslewis_detail
Oil Search Ltd,2021-04-30,Annual,5,Elect Michael Utsler,For,For,2021,glasslewis_detail
Oil Search Ltd,2021-04-30,Annual,6,Equity Grant (MD Keiran Wulff),N/A,For,2021,glasslewis_detail
Oil Search Ltd,2021-04-30,Annual,7,Equity Grant (NEDs Musje Werror & Michael Utsler),N/A,For,2021,glasslewis_detail
Oil Search Ltd,2021-04-30,Annual,8,Shareholder Proposal Regarding Disclosure of Paris-aligned Capital Expenditure and Operations,Against,Against,2021,glasslewis_detail
Omni Bridgeway Limited,2024-11-19,Annual,1,Remuneration Report,N/A,Against,2024,glasslewis_detail
Omni Bridgeway Limited,2024-11-19,Annual,2,Re-elect Christine A. Feldmanis,For,For,2024,glasslewis_detail
Omni Bridgeway Limited,2024-11-19,Annual,3,Approval of the Employee Incentive Plan,For,For,2024,glasslewis_detail
Omni Bridgeway Limited,2024-11-19,Annual,4,Equity Grant (MD/CEO Raymond van Hulst),For,Against,2024,glasslewis_detail
Omni Bridgeway Limited,2024-11-19,Annual,5,Approve Potential Termination Benefits (MD/CEO Raymond van Hulst),For,For,2024,glasslewis_detail
Omni Bridgeway Limited,2024-11-19,Annual,6,Appointment of Auditor,For,For,2024,glasslewis_detail
Omni Bridgeway Limited,2024-11-19,Annual,7,"Deeds of Indemnity, Insurance and Access",For,For,2024,glasslewis_detail
Omni Bridgeway Limited,2024-11-19,Annual,8,Approve Issue of Securities (Tranche 5 Additional Consideration Shares),For,For,2024,glasslewis_detail
Omni Bridgeway Limited,2023-10-26,Annual,1,Remuneration Report,N/A,For,2023,glasslewis_detail
Omni Bridgeway Limited,2023-10-26,Annual,2,Elect Michael Green,For,For,2023,glasslewis_detail
Omni Bridgeway Limited,2023-10-26,Annual,3,Re-elect Raymond van Hulst,For,For,2023,glasslewis_detail
Omni Bridgeway Limited,2023-10-26,Annual,4,"Deeds of Indemnity, Insurance and Access",For,For,2023,glasslewis_detail
Omni Bridgeway Limited,2022-11-30,Annual,1,Remuneration Report,N/A,For,2022,glasslewis_detail
Omni Bridgeway Limited,2022-11-30,Annual,2,Re-elect Karen Phin,For,For,2022,glasslewis_detail
Omni Bridgeway Limited,2022-11-30,Annual,3,Approve Issue of Securities (Tranche 2 Deferred Consideration Shares),For,For,2022,glasslewis_detail
Omni Bridgeway Limited,2022-11-30,Annual,5,Approve Increase in NEDs' Fee Cap,N/A,For,2022,glasslewis_detail
Omni Bridgeway Limited,2022-11-30,Annual,6,"Deeds of Indemnity, Insurance and Access",For,For,2022,glasslewis_detail
Omni Bridgeway Limited,2022-11-30,Annual,7,Renew Proportional Takeover Provisions,For,For,2022,glasslewis_detail
Omni Bridgeway Limited,2022-11-30,Annual,8,Board Spill Resolution,Against,Against,2022,glasslewis_detail
Omni Bridgeway Limited,2021-11-30,Annual,1,Remuneration Report,For,For,2021,glasslewis_detail
Omni Bridgeway Limited,2021-11-30,Annual,2,Re-elect Michael G.D. Kay,For,For,2021,glasslewis_detail
Omni Bridgeway Limited,2021-11-30,Annual,3,Re-elect Christine Feldmanis,For,For,2021,glasslewis_detail
Omni Bridgeway Limited,2021-11-30,Annual,4,Amendments to Constitution,For,Against,2021,glasslewis_detail
Omni Bridgeway Limited,2021-11-30,Annual,5,Approve Amendments to the LTIP,For,For,2021,glasslewis_detail
Omni Bridgeway Limited,2021-11-30,Annual,6,Equity Grant (MD/CEO Andrew Saker),For,For,2021,glasslewis_detail
Omni Bridgeway Limited,2021-11-30,Annual,7,Equity Grant (Executive Director Raymond van Hulst),For,For,2021,glasslewis_detail
Omni Bridgeway Limited,2021-11-30,Annual,8,"Deeds of Indemnity, Insurance and Access",For,For,2021,glasslewis_detail
Omni Bridgeway Limited,2020-11-27,Annual,1,Remuneration Report,For,For,2020,glasslewis_detail
Omni Bridgeway Limited,2020-11-27,Annual,2,Re-elect Hugh McLernon,For,For,2020,glasslewis_detail
Omni Bridgeway Limited,2020-11-27,Annual,3,Re-elect Karen Phin,For,For,2020,glasslewis_detail
Omni Bridgeway Limited,2020-11-27,Annual,4,Re-elect Raymond van Hulst,For,Against,2020,glasslewis_detail
Omni Bridgeway Limited,2020-11-27,Annual,5,Approve Issue of Securities (Tranche 1 Deferred Consideration Shares),For,For,2020,glasslewis_detail
Omni Bridgeway Limited,2020-11-27,Annual,6,Approve Issue of Securities (Tranche 1 Additional Consideration Shares),For,For,2020,glasslewis_detail
Omni Bridgeway Limited,2020-11-27,Annual,7,Equity Grant (Executive Director Raymond van Hulst),For,For,2020,glasslewis_detail
Omni Bridgeway Limited,2020-11-27,Annual,8,"Deeds of Indemnity, Insurance and Access",For,For,2020,glasslewis_detail
Omni Bridgeway Limited,2020-02-14,Ordinary,1,Approve Issue of Securities,For,For,2020,glasslewis_detail
Omni Bridgeway Limited,2020-02-14,Ordinary,2,Change in Company Name,For,For,2020,glasslewis_detail
Omni Bridgeway Limited,2020-02-14,Ordinary,3,Amendments to Constitution,For,For,2020,glasslewis_detail
Omni Bridgeway Limited,2020-02-14,Ordinary,4,Amend and Renew LTIP,For,For,2020,glasslewis_detail
Omni Bridgeway Limited,2020-02-14,Ordinary,5,Equity Grant (Executive Director Hugh McLernon),For,For,2020,glasslewis_detail
Omni Bridgeway Limited,2020-02-14,Ordinary,6,Equity Grant (MD/CEO Andrew Saker),For,For,2020,glasslewis_detail
Omni Bridgeway Limited,2019-11-20,Annual,1,Remuneration Report,For,For,2019,glasslewis_detail
Omni Bridgeway Limited,2019-11-20,Annual,2,Re-elect Michael Bowen,For,For,2019,glasslewis_detail
Omni Bridgeway Limited,2019-11-20,Annual,3,"Deeds of Indemnity, Insurance and Access",For,For,2019,glasslewis_detail
Omni Bridgeway Limited,2019-11-20,Annual,4,Renew Proportional Takeover Provisions,For,For,2019,glasslewis_detail
Omni Bridgeway Limited,2018-11-21,Annual,1,Remuneration Report,For,For,2018,glasslewis_detail
Omni Bridgeway Limited,2018-11-21,Annual,2,Elect Christine Feldmanis,For,For,2018,glasslewis_detail
Omni Bridgeway Limited,2018-11-21,Annual,3,Re-elect Michael G.D. Kay,For,For,2018,glasslewis_detail
Omni Bridgeway Limited,2018-11-21,Annual,4,Approve amendments to the Long Term Incentive Plan,For,For,2018,glasslewis_detail
Omni Bridgeway Limited,2018-11-21,Annual,5,Equity Grant (MD/CEO Andrew Saker),For,For,2018,glasslewis_detail
Omni Bridgeway Limited,2018-11-21,Annual,6,Equity Grant (Executive Director Hugh McLernon),For,For,2018,glasslewis_detail
Omni Bridgeway Limited,2018-11-21,Annual,7,Approve Potential Termination Benefits (MD/CEO Andrew Saker),For,For,2018,glasslewis_detail
Omni Bridgeway Limited,2018-11-21,Annual,8,"Deeds of Indemnity, Insurance and Access",For,For,2018,glasslewis_detail
oOh media Limited,2025-05-15,Annual,1,Remuneration Report,N/A,For,2025,glasslewis_detail
oOh media Limited,2025-05-15,Annual,2,Re-elect Philippa Kelly,For,For,2025,glasslewis_detail
oOh media Limited,2025-05-15,Annual,3,Re-elect Joanne (Joe) E. Pollard,For,For,2025,glasslewis_detail
oOh media Limited,2025-05-15,Annual,6,Renew Proportional Takeover Provisions,For,For,2025,glasslewis_detail
oOh media Limited,2024-05-16,Annual,1,Remuneration Report,N/A,For,2024,glasslewis_detail
oOh media Limited,2024-05-16,Annual,2,Re-elect Tony Faure,For,For,2024,glasslewis_detail
oOh media Limited,2024-05-16,Annual,3,Re-elect Andrew C. Stevens,For,For,2024,glasslewis_detail
oOh media Limited,2024-05-16,Annual,4,Approval of the Equity Incentive Plan,For,For,2024,glasslewis_detail
oOh media Limited,2024-05-16,Annual,5,Equity Grant - Performance Rights (MD/CEO Catherine O’Connor),For,For,2024,glasslewis_detail
oOh media Limited,2024-05-16,Annual,6,Equity Grant - Deferred Restricted Shares (MD/CEO Catherine O’Connor),For,For,2024,glasslewis_detail
oOh media Limited,2023-05-11,Annual,1,Remuneration Report,N/A,For,2023,glasslewis_detail
oOh media Limited,2023-05-11,Annual,2,Re-elect Philippa Kelly,For,For,2023,glasslewis_detail
oOh media Limited,2023-05-11,Annual,3,Re-elect Timothy (Tim) M. Miles,For,For,2023,glasslewis_detail
oOh media Limited,2023-05-11,Annual,4,Re-elect David S. Wiadrowski,For,For,2023,glasslewis_detail
oOh media Limited,2023-05-11,Annual,5,Equity Grant - Performance Rights (MD/CEO Catherine O’Connor),For,For,2023,glasslewis_detail
oOh media Limited,2023-05-11,Annual,6,Equity Grant - Deferred Restricted Shares (MD/CEO Catherine O’Connor),For,For,2023,glasslewis_detail
oOh media Limited,2022-05-12,Annual,1,Remuneration Report,N/A,For,2022,glasslewis_detail
oOh media Limited,2022-05-12,Annual,2,Re-elect Tony Faure,For,For,2022,glasslewis_detail
oOh media Limited,2022-05-12,Annual,3,Elect Joanne (Joe) E. Pollard,For,For,2022,glasslewis_detail
oOh media Limited,2022-05-12,Annual,4,Equity Grant (MD/CEO Catherine O’Connor),For,For,2022,glasslewis_detail
oOh media Limited,2022-05-12,Annual,5,Renew Proportional Takeover Provisions,For,For,2022,glasslewis_detail
oOh media Limited,2020-06-04,Annual,1,REMUNERATION REPORT,N/A,For,2020,glasslewis_detail
oOh media Limited,2020-06-04,Annual,2,Elect Tim Miles,For,For,2020,glasslewis_detail
oOh media Limited,2020-06-04,Annual,3,Elect Philippa Kelly,For,For,2020,glasslewis_detail
oOh media Limited,2020-06-04,Annual,4,Elect David Wiadrowski,For,For,2020,glasslewis_detail
oOh media Limited,2020-06-04,Annual,5,Elect Mick Hellman,For,For,2020,glasslewis_detail
oOh media Limited,2020-06-04,Annual,6,Amendment to Constituiton,For,Against,2020,glasslewis_detail
oOh media Limited,2020-06-04,Annual,7,Re-elect Darren Smorgon,For,Against,2020,glasslewis_detail
oOh media Limited,2020-06-04,Annual,8,Approve Increase in NEDs' Fee Cap,For,Against,2020,glasslewis_detail
oOh media Limited,2020-06-04,Annual,9,Ratify Placement of Securities,For,Against,2020,glasslewis_detail
oOh media Limited,2019-05-16,Annual,1,REMUNERATION REPORT,N/A,For,2019,glasslewis_detail
oOh media Limited,2019-05-16,Annual,2,Re-elect Tony Faure,For,For,2019,glasslewis_detail
oOh media Limited,2019-05-16,Annual,3,Re-elect Debbie Goodin,For,For,2019,glasslewis_detail
oOh media Limited,2019-05-16,Annual,4,Equity Grant (MD/CEO Brendon Cook),For,For,2019,glasslewis_detail
oOh media Limited,2019-05-16,Annual,5,Approve Increase in NEDs' Fee Cap,N/A,For,2019,glasslewis_detail
oOh media Limited,2019-05-16,Annual,6,Renew Proportional Takeover Provisions,For,For,2019,glasslewis_detail
oOh media Limited,2019-05-16,Annual,7,Approve Financial Assistance (oOh!media Street Furniture Pty Limited),For,For,2019,glasslewis_detail
oOh media Limited,2018-05-17,Annual,1,Remuneration Report,For,For,2018,glasslewis_detail
oOh media Limited,2018-05-17,Annual,2,Elect Joanne Crewes,For,For,2018,glasslewis_detail
oOh media Limited,2018-05-17,Annual,3,Re-elect Michael E. Anderson,For,For,2018,glasslewis_detail
oOh media Limited,2018-05-17,Annual,4,Re-elect Darren Smorgon,For,For,2018,glasslewis_detail
oOh media Limited,2018-05-17,Annual,5,Approve Equity Incentive Plan,For,For,2018,glasslewis_detail
oOh media Limited,2018-05-17,Annual,6,Equity Grant (MD/CEO Brendon Cook),For,For,2018,glasslewis_detail
oOh media Limited,2017-04-28,Annual,1,REMUNERATION REPORT,For,For,2017,glasslewis_detail
oOh media Limited,2017-04-28,Annual,2,Re-elect Geoffrey C. Wild,For,For,2017,glasslewis_detail
oOh media Limited,2017-04-28,Annual,3,Approve Financial Assistance (ECN Companies),For,For,2017,glasslewis_detail
oOh media Limited,2017-04-28,Annual,4,Approve Financial Assistance (CA Companies),For,For,2017,glasslewis_detail
Opthea Limited,2024-11-15,Annual,1,Re-elect Lawrence B. Gozlan,For,For,2024,glasslewis_detail
Opthea Limited,2024-11-15,Annual,2,Re-elect Sujal A. Shah,For,For,2024,glasslewis_detail
Opthea Limited,2024-11-15,Annual,3,Remuneration Report,For,Against,2024,glasslewis_detail
Opthea Limited,2024-11-15,Annual,4,Equity Grant (NED Jeremy Levin),For,Against,2024,glasslewis_detail
Opthea Limited,2024-11-15,Annual,5,Equity Grant (NED Lawrence Gozlan),For,Against,2024,glasslewis_detail
Opthea Limited,2024-11-15,Annual,6,Equity Grant (NED Julia Haller),For,Against,2024,glasslewis_detail
Opthea Limited,2024-11-15,Annual,7,Equity Grant (NED Susan Orr),For,Against,2024,glasslewis_detail
Opthea Limited,2024-11-15,Annual,8,Equity Grant (NED Quiton Oswald),For,Against,2024,glasslewis_detail
Opthea Limited,2024-11-15,Annual,9,Equity Grant (NED Anshul Thakral),For,Against,2024,glasslewis_detail
Opthea Limited,2024-11-15,Annual,10,Equity Grant (NED Sujal Shah),For,Against,2024,glasslewis_detail
Opthea Limited,2024-11-15,Annual,11,Approval of the Long-Term Incentive Plan,For,For,2024,glasslewis_detail
Opthea Limited,2024-11-15,Annual,12,Ratify Placement of Securities,For,For,2024,glasslewis_detail
Orica Ltd.,2024-12-17,Annual,2,Re-elect Denise Gibson,For,For,2024,glasslewis_detail
Orica Ltd.,2024-12-17,Annual,3,Remuneration Report,For,For,2024,glasslewis_detail
Orica Ltd.,2024-12-17,Annual,4,Equity Grant (MD/CEO Sanjeev Gandhi),For,For,2024,glasslewis_detail
Orica Ltd.,2024-12-17,Annual,5,Approve Termination Benefits,For,For,2024,glasslewis_detail
Orica Ltd.,2023-12-13,Annual,3,Remuneration Report,For,For,2023,glasslewis_detail
Orica Ltd.,2023-12-13,Annual,4,Equity Grant (MD/CEO Sanjeev Gandhi),For,For,2023,glasslewis_detail
Orica Ltd.,2023-12-13,Annual,5,Approval of 2023 Climate Action Report,For,For,2023,glasslewis_detail
Orica Ltd.,2022-12-14,Annual,3,Remuneration Report,For,For,2022,glasslewis_detail
Orica Ltd.,2022-12-14,Annual,4,Equity Grant (MD/CEO Sanjeev Gandhi),For,For,2022,glasslewis_detail
Orica Ltd.,2022-12-14,Annual,5,Renew Proportional Takeover Provisions,For,For,2022,glasslewis_detail
Orica Ltd.,2021-12-16,Annual,2,Re-elect Denise Gibson,For,For,2021,glasslewis_detail
Orica Ltd.,2021-12-16,Annual,3,Remuneration Report,For,For,2021,glasslewis_detail
Orica Ltd.,2021-12-16,Annual,4,Equity Grant (MD/CEO Sanjeev Gandhi),For,For,2021,glasslewis_detail
Orica Ltd.,2020-12-22,Annual,3,Remuneration Report,For,For,2020,glasslewis_detail
Orica Ltd.,2020-12-22,Annual,4,Equity Grant (MD/CEO Alberto Calderon),For,Against,2020,glasslewis_detail
Orica Ltd.,2019-12-17,Annual,3,Remuneration Report,For,For,2019,glasslewis_detail
Orica Ltd.,2019-12-17,Annual,4,Equity Grant (MD/CEO Alberto Calderon),For,For,2019,glasslewis_detail
Orica Ltd.,2019-12-17,Annual,5,Approve Increase in NEDs' Fee Cap,For,For,2019,glasslewis_detail
Orica Ltd.,2019-12-17,Annual,6,Renew Proportional Takeover Provisions,For,For,2019,glasslewis_detail
Orica Ltd.,2018-12-19,Annual,3,Remuneration Report,For,For,2018,glasslewis_detail
Orica Ltd.,2018-12-19,Annual,4,Equity Grant (MD/CEO Alberto Calderon),For,For,2018,glasslewis_detail
Orica Ltd.,2017-12-15,Annual,2,Re-elect Malcolm W. Broomhead,For,For,2017,glasslewis_detail
Orica Ltd.,2017-12-15,Annual,3,Remuneration Report,For,For,2017,glasslewis_detail
Orica Ltd.,2017-12-15,Annual,4,Equity Grant (MD/CEO Alberto Calderon),For,For,2017,glasslewis_detail
Orica Ltd.,2016-12-15,Annual,3,Remuneration Report,For,For,2016,glasslewis_detail
Orica Ltd.,2016-12-15,Annual,4,Equity Grant (MD/CEO Alberto Calderon),For,For,2016,glasslewis_detail
Orica Ltd.,2016-12-15,Annual,5,Renew Proportional Takeover Provisions,For,For,2016,glasslewis_detail
Origin Energy Limited,2024-10-16,Annual,2,Re-elect Ilana R. Atlas,For,For,2024,glasslewis_detail
Origin Energy Limited,2024-10-16,Annual,3,Re-elect Michael J. McCormack,For,For,2024,glasslewis_detail
Origin Energy Limited,2024-10-16,Annual,4,Re-elect Scott R. Perkins,For,For,2024,glasslewis_detail
Origin Energy Limited,2024-10-16,Annual,5,Re-elect Joan Withers,For,For,2024,glasslewis_detail
Origin Energy Limited,2024-10-16,Annual,6,Elect Deion Campbell,For,For,2024,glasslewis_detail
Origin Energy Limited,2024-10-16,Annual,7,Remuneration Report,For,For,2024,glasslewis_detail
Origin Energy Limited,2024-10-16,Annual,8,Equity Grant (MD/CEO FY25 LTI),For,For,2024,glasslewis_detail
Origin Energy Limited,2024-10-16,Annual,9,Post-Employment /Severance Agreements,For,For,2024,glasslewis_detail
Origin Energy Limited,2023-12-04,Special,1,Acquisition by Brookfield Asset Management Inc. and MidOcean Energy,For,Abstain,2023,glasslewis_detail
Origin Energy Limited,2023-10-18,Annual,2,Re-elect Maxine N. Brenner,For,For,2023,glasslewis_detail
Origin Energy Limited,2023-10-18,Annual,3,REMUNERATION REPORT,For,For,2023,glasslewis_detail
Origin Energy Limited,2022-10-19,Annual,2,Elect Nora L. Scheinkestel,For,For,2022,glasslewis_detail
Origin Energy Limited,2022-10-19,Annual,3,Re-elect Greg Lalicker,For,For,2022,glasslewis_detail
Origin Energy Limited,2022-10-19,Annual,4,Remuneration Report,For,For,2022,glasslewis_detail
Origin Energy Limited,2022-10-19,Annual,5,Equity Grant to MD/CEO Frank Calabria,For,For,2022,glasslewis_detail
Origin Energy Limited,2022-10-19,Annual,6,NED Share Plan,N/A,For,2022,glasslewis_detail
Origin Energy Limited,2022-10-19,Annual,7,Renew Proportional Takeover Provisions,For,For,2022,glasslewis_detail
Origin Energy Limited,2022-10-19,Annual,8,Approval of Climate Transition Action Plan,For,For,2022,glasslewis_detail
Origin Energy Limited,2021-10-20,Annual,2,Elect Ilana R. Atlas,For,For,2021,glasslewis_detail
Origin Energy Limited,2021-10-20,Annual,3,Elect Michael J. McCormack,For,For,2021,glasslewis_detail
Origin Energy Limited,2021-10-20,Annual,4,Elect Joan Withers,For,For,2021,glasslewis_detail
Origin Energy Limited,2021-10-20,Annual,5,Re-elect Scott R. Perkins,For,For,2021,glasslewis_detail
Origin Energy Limited,2021-10-20,Annual,6,Re-elect Steven A. Sargent,For,For,2021,glasslewis_detail
Origin Energy Limited,2021-10-20,Annual,7,Remuneration Report,For,For,2021,glasslewis_detail
Origin Energy Limited,2021-10-20,Annual,8,Equity Grant to MD/CEO Frank Calabria,For,For,2021,glasslewis_detail
Origin Energy Limited,2021-10-20,Annual,9,Renewal of Termination Benefits,Abstain,For,2021,glasslewis_detail
Origin Energy Limited,2020-10-20,Annual,2,Re-elect Maxine N. Brenner,For,For,2020,glasslewis_detail
Origin Energy Limited,2020-10-20,Annual,3,Remuneration Report,For,For,2020,glasslewis_detail
Origin Energy Limited,2019-10-16,Annual,2,Elect Greg Lalicker,For,For,2019,glasslewis_detail
Origin Energy Limited,2019-10-16,Annual,3,Re-elect Gordon M. Cairns,For,For,2019,glasslewis_detail
Origin Energy Limited,2019-10-16,Annual,4,Re-elect Bruce W. D. Morgan,For,For,2019,glasslewis_detail
Origin Energy Limited,2019-10-16,Annual,5,Remuneration Report,For,For,2019,glasslewis_detail
Origin Energy Limited,2019-10-16,Annual,6,Equity Grant (MD/CEO Frank Calabria),For,For,2019,glasslewis_detail
Origin Energy Limited,2019-10-16,Annual,7,Renewal of proportional takeover provisions,For,For,2019,glasslewis_detail
Origin Energy Limited,2019-10-16,Annual,8,Change of Auditor,For,For,2019,glasslewis_detail
Origin Energy Limited,2018-10-17,Annual,2,Re-elect John Akehurst,For,For,2018,glasslewis_detail
Origin Energy Limited,2018-10-17,Annual,3,Re-elect Scott R. Perkins,For,For,2018,glasslewis_detail
Origin Energy Limited,2018-10-17,Annual,4,Re-elect Steven A. Sargent,For,For,2018,glasslewis_detail
Origin Energy Limited,2018-10-17,Annual,5,Remuneration Report,For,For,2018,glasslewis_detail
Origin Energy Limited,2018-10-17,Annual,6,Equity Grant (MD/CEO Frank Calabria),For,For,2018,glasslewis_detail
Origin Energy Limited,2018-10-17,Annual,7,Approve Potential Termination Benefits,Abstain,For,2018,glasslewis_detail
Origin Energy Limited,2018-10-17,Annual,8,NED Share Plan,Abstain,For,2018,glasslewis_detail
Origin Energy Limited,2017-10-18,Annual,2,Elect Teresa L. Engelhard,For,For,2017,glasslewis_detail
Origin Energy Limited,2017-10-18,Annual,3,Re-elect Maxine N. Brenner,For,For,2017,glasslewis_detail
Origin Energy Limited,2017-10-18,Annual,4,REMUNERATION REPORT,For,For,2017,glasslewis_detail
Origin Energy Limited,2017-10-18,Annual,5,Equity Grant (MD/CEO Frank Calabria),For,For,2017,glasslewis_detail
Origin Energy Limited,2017-10-18,Annual,6,Approve Increase in NEDs' Fee Cap,For,For,2017,glasslewis_detail
Origin Energy Limited,2016-10-19,Annual,2,Re-elect Gordon Cairns,For,For,2016,glasslewis_detail
Origin Energy Limited,2016-10-19,Annual,3,Re-elect Bruce W. D. Morgan,For,For,2016,glasslewis_detail
Origin Energy Limited,2016-10-19,Annual,4,REMUNERATION REPORT,For,For,2016,glasslewis_detail
Origin Energy Limited,2016-10-19,Annual,5,Equity Grant (MD/CEO Grant King),For,Against,2016,glasslewis_detail
Origin Energy Limited,2016-10-19,Annual,6,RENEWAL OF PROPORTIONAL TAKEOVER PROVISIONS,For,For,2016,glasslewis_detail
Orora Limited,2024-10-16,Annual,4,REMUNERATION REPORT,For,For,2024,glasslewis_detail
Orora Limited,2023-10-19,Annual,2,Re-elect Abigail (Abi) P. Cleland,For,For,2023,glasslewis_detail
Orora Limited,2023-10-19,Annual,4,REMUNERATION REPORT,For,For,2023,glasslewis_detail
Orora Limited,2022-10-20,Annual,4,REMUNERATION REPORT,For,For,2022,glasslewis_detail
Orora Limited,2022-10-20,Annual,5,Appointment of Auditor,For,For,2022,glasslewis_detail
Orora Limited,2021-10-21,Annual,4,REMUNERATION REPORT,For,For,2021,glasslewis_detail
Orora Limited,2020-10-21,Annual,2,Re-elect Abi Cleland,For,For,2020,glasslewis_detail
